Respondent,,React,Spring,.NET Core,Django,Cordova,Angular,Hadoop,Node.js,TensorFlow,Torch/PyTorch,Xamarin,Spark
1208,,,,,,,,,,,,,
1209,,,,1,,,1,,1,,,,
1210,,,,,,1,1,,1,,,,
1211,,,,,,,1,,1,,,,
1212,,,,1,,,,,,,,,
1213,,,1,,,,1,,,,,,
1215,,,,,,,1,,,,,,
1216,,,,,,,,,,,,,
1217,,,,,,1,1,,,,,,
1219,,1,,,1,1,1,,,,,,
1221,,,,,,1,1,,,,,,
1222,,1,,,,,,,1,,,,
1223,,,,,,,,,,,,,
1224,,,,,,,,,,,,,
1225,,,,1,,,1,,,,,,
1227,,,,,,,,,,,,,
1229,,,,,,,,,1,,,,
1230,,,,,,,,,,,,,
1231,,,1,,,,,,,,,,
1232,,1,,,,,,,,,,,
1233,,1,,,1,,1,,1,,,,
1236,,1,,1,,1,1,,1,,,1,
1238,,,1,,,,1,1,,,,,
1239,,,,,,,,,,,,,
1240,,1,,,1,,,,,,,,
1241,,,,1,,,,,,,,,
1242,,,,,,,,,1,,,,
1243,,,,,,,,,,,,,
1244,,,,,,,,,,,,,
1245,,,,,,,,,,,,,
1246,,,,,,,,,,,,,
1247,,,,,1,,,,,1,,,
1248,,,,,,,1,1,,,,,1
1249,,,,,,,,,,,,,
1250,,,,,,,,,,,,,
1251,,1,,,,,,,,,,,
1253,,,,,,,,,,,,,
1254,,,,,,,,,,,,,
1255,,1,,,,,1,,,,,,
1256,,,,,,,,,,1,,,
1258,,1,,,,,,,1,,,,
1259,,,,,1,,1,,,,,,
1260,,,,,,,,,,,,,
1262,,,,,,1,1,,,,,,
1263,,,,,,,,,,,,,
1264,,,,,,,,,1,,,,
1265,,1,,,,,,,1,,,,
1268,,,,,,,,,,,,,
1269,,,,1,,,,,,,,,
1270,,,,,,,,,,,,,
1273,,,,,,,,,,,,,
1274,,,,,,1,1,,1,,,,
1275,,,,1,,,,,,,,,
1276,,,,,,,,,,,,,
1278,,1,,,,,,,,,,,
1279,,,,1,,,,,,,,,
1280,,1,,,,,,,,,,,
1282,,,1,,,,1,,1,,,,
1283,,,,,,,,,,,,,
1284,,,,,,1,1,,1,,,,
1285,,,,,,,,,,,,,
1286,,1,,,1,,,,1,,,,
1288,,,,,,,1,,,,,1,
1289,,,,,,,,,,,,,
1290,,,,1,1,,,,,,,,
1291,,,,,,,,,,,,,
1292,,,,,,,,,,,,,
1293,,,,,,,,,,,,,
1294,,1,1,,,,,,1,,,,
1295,,,,,,,,,,,,,
1296,,,,,,,,,,,,,
1297,,1,,,,,1,,1,,,,
1298,,,,,,,,,1,,,,
1299,,,,,,,,,,,,,
1303,,,,,,,,,,,,,
1306,,,,,,,,,,,,,
1307,,1,,1,,,,,1,,,,
1309,,,,,,,,,,,,,
1310,,,,,,,,,,1,,,
1311,,,,,1,,,,1,,,,
1312,,1,,,,,,,,,1,,
1313,,,,,,,,,,,,,
1314,,,,,,,1,,,,,,
1315,,1,,1,,1,1,,1,,,1,
1316,,,,,,,,,,,,,
1317,,,,1,,,,,,,,,
1318,,,,,,,,,1,,,,
1319,,1,,,,,1,,,,,,
1320,,1,,1,1,,,,1,1,,1,
1321,,,,,1,,,,,,,,
1322,,,,,,,,,,,,,
1326,,1,,,1,,,,,,,,
1327,,,,,,,,,,,,,
1328,,,,,,,,,,,,,
1329,,,,,,,,,,,,,
1331,,,,,,,,,,,,,
1333,,,,,,,,,,,,,
1334,,,,,,1,,,,,,1,
1335,,,,,,,,,,,,,
1336,,,,,,,,,1,,,,
1337,,,1,,,,,,,,,,
1338,,,,,,,1,,,,,,
1339,,,,1,,,1,,1,,,,
1340,,,,,,,,,,,,,
1341,,1,1,,,,1,,1,,,,
1342,,,,,,,,,,,,,
1343,,,,,,,1,,,,,,
1344,,1,,1,,,1,,1,,,,
1345,,,,,,,,,,,,,
1346,,,1,,,,,,1,,,,
1348,,,,,,,,,,,,,
1350,,,,,,,,,,,,,
1351,,,,,,,,,,1,,,
1352,,,,,,,,,,,,,
1354,,,,,,,1,,,,,,1
1356,,,,,,,,,,,,,
1357,,,1,,,,,,1,,,,
1360,,,,,,,,,,,,,
1361,,,,,,,,,,1,,,
1362,,,,,,,,,,,,,
1365,,,,,1,,,,,,,,
1367,,,,,,,,,,,,,
1368,,,,,,,,,,,,,
1370,,,,,,,,,,,,,
1371,,,1,,,,1,,1,,,,
1374,,,,,,,,,,,,,
1376,,1,,,,,,,1,,,,
1377,,,,,,,,,,,,,
1378,,,,,1,,,,,,,,
1380,,,,,,,,,,,,,
1381,,,,1,,1,1,,1,,,,
1382,,,,,,,,,,,,,
1383,,1,,,,,,,1,,,,
1384,,,,,,,1,,1,,,,
1385,,,,,,,,,,,,,
1386,,,,,,,,,,,,,
1387,,,,,,,,,,,,,
1388,,,,,,,,,1,,,1,
1389,,,,,,,,,,,,,
1390,,,,,,,,,,,,,
1391,,,,,,,,,,,,,
1393,,,1,,,,1,,,,,,
1395,,,,,,,1,,,,,,
1398,,1,,,,,1,,1,,,,
1400,,,,,,,,,,,,,
1401,,,,,,,,,1,1,,,
1402,,,,,,,,,,,,,
1405,,,,,,,,,,,,,
1406,,,1,,,,,,,,,,
1408,,,,,,,,,,,,,
1409,,,,,,,,,,,,,
1410,,,,1,,,,,,,,,
1412,,,,1,,,,,,,,,
1413,,1,,,1,,1,,1,,,,
1414,,,,,,,,,,,,,
1415,,1,,1,,,,,1,,,,
1419,,,,,,,,,,,,,
1420,,,,,,,,,1,,,,
1422,,,,,,,,,,,,,
1423,,,,,,,,,,,,,
1424,,,,1,,,,,,,,,
1425,,,1,,,,,,,,,,
1426,,1,,,,,,,1,,,,
1427,,1,,,1,,,,1,,,,
1428,,,,,,,,,,,,,
1430,,,,,,,,,,,,,
1431,,,,,,,,,,,,,
1432,,1,,1,,1,1,,1,,,,
1433,,,,,1,,1,,,,,1,
1434,,,,,,,,,,,,,
1436,,,,,,,,,,,,,
1437,,,,,1,,,,,1,1,,
1438,,,,,,,,,,,,,
1442,,,,,,,1,,1,,,,
1443,,,1,,,,1,,1,,,,
1446,,,,,1,,,,,,,,
1447,,,,,,,,,,,,,
1448,,,,,,,,,,,,,
1449,,,,,,,,,,,,,
1450,,,,,,,,,,,,,
1451,,,,,,,,,,,,,
1453,,,,,,,,,,,,,
1454,,1,,,,,,,1,,,,
1455,,,,1,,,,,,,,1,
1457,,,,1,,,,,,,,,
1458,,,,1,,,,,1,,,,
1459,,,,,,,,,,,,,
1460,,,,,,,,,,,,,
1461,,,,,,,1,,1,,,,
1462,,,,,1,,,,,,,,
1464,,1,,,,,,,1,,,,
1465,,,,,,,,,,,,,
1466,,,,,,,,,,,,,
1468,,,,,,,,,,,,,
1469,,,,,,,1,,1,,,,
1470,,,,,,,,,,,,,
1471,,,,,,,,,,,,,
1472,,,,,,,1,,1,,,,
1473,,,,,,,,,,,,,
1477,,,,,,,,,,,,,
1478,,,,1,,,,1,,1,,,
1479,,,,,,,,,,,,,
1480,,1,,,,,,,1,,,,
1481,,,,,,,,,,,,,
1482,,,,,,,,,,,,,
1483,,1,,1,,,,,1,,,,
1484,,,,1,,1,1,,1,,,,
1486,,1,,,,,,,,,,,
1488,,,,,,,1,,1,,,,
1489,,,,,,,,,,,,,
1490,,,,,,,,,,,,,
1491,,,,1,,,1,,1,,,,
1492,,,,,,,1,,,,,,
1493,,,,,,,,,,,,,
1495,,1,,,,,1,,1,,,,
1496,,,,,,,,,,,,,
1497,,,,,,,,,,,,,
1498,,,,1,,,,,,,,1,
1499,,,,,,,1,,,,,,
1500,,1,,,,,,,,,,,
1501,,,,,,,,,,,,,
1502,,,,,,,,,,,,,
1503,,,,,,,1,,1,,,,
1504,,,,1,,,,,,,,,
1505,,,,,,,,,,,,,
1506,,,,,,,,,1,,,,
1507,,,,,,,1,,,,,,
1508,,,,,,,,,,,,,
1509,,1,,,,,,,1,,,,
1510,,1,,,,,,,1,,,,
1513,,1,,,1,,,,,,,,
1516,,,,,,,,,,,,,
1517,,,,,1,,1,,1,,,,
1518,,,,,,,,,,,,,
1519,,,,,,,,,,,,,
1520,,,,,,,,,,,,,
1522,,,,1,,,,,,,,,
1523,,,,,,,,,,,,,
1524,,,,,1,,,,,1,1,,
1526,,,,,,,,,,1,,,
1527,,,1,,,,,,,,,,
1530,,,,,,,1,,,,,,
1531,,,,,,,,,,,,,
1532,,,1,,,,1,,,,,,
1537,,,,,,,,,,,,,
1538,,,,,,,,,,,,,
1540,,,,1,,,,,,,,,
1541,,,,1,,,,,1,,,,
1543,,,,1,,,,,,,,,
1544,,,,,1,,,,,,,,
1546,,,,,1,,1,,1,,,,
1547,,,,,,,,,,,,,
1549,,,,,,,,,,,1,,
1550,,,,1,,,,,1,,,,
1551,,,1,,1,,1,,1,,,,
1552,,,,,,,,,,,,,
1553,,1,,,,,,,1,,,,
1554,,,,,,,1,,,,,,
1555,,,,,,,,,,,,,
1556,,1,,,,,1,,1,,,,
1557,,,,,,,,,,,,,
1560,,,,,,,,,,,,,
1562,,,,1,,,1,,,,,,
1563,,,,,,,,,1,,,,
1565,,,,,,1,,,,,,,
1566,,,,,,,,,,,,,
1567,,,,,,,,,,,,,
1568,,,,1,,,,,,,,,
1569,,,,,,,,,,,,,
1571,,,,,,,,,,,,,
1573,,,,,,,,,,,,,
1578,,,,,,,,,1,,,,
1579,,,,,,,1,,1,,,,
1581,,,,1,,,,,,,,,
1582,,,,,,,,,,,,,
1583,,,,,,,1,,,,,,
1585,,,,,,,,,,,,,
1586,,,1,,,,1,,,,,,
1587,,1,,,,,,,,,,,
1588,,,,,,,,,,,,,
1589,,,,,,,,,,,,,
1590,,,1,,,,,,,,,,
1592,,,,,,,,,,,,,
1593,,1,,1,,1,,,1,,,1,
1594,,,,,,,,,1,,,,
1595,,,,,,,,,,,,,
1596,,,,,,,,,1,,,,
1598,,,,,,,,,,,,,
1601,,,,1,,,,,,,,,
1602,,,,,,,,,,,,,
1603,,,,,,,1,,1,,,,
1604,,,,,,,,,,,,,
1605,,,,1,,,,,,,,,
1606,,,,,,,,,,,,,
1607,,1,,1,,,1,,1,,,,
1608,,,,,,,,,,,,,
1609,,,,,,,,,,,,,
1611,,,1,,,,1,,1,,,,
1612,,,1,,,,,,,,,,
1613,,,,,,,,,,,,,
1616,,,,1,,,1,,1,,,,
1618,,,,,,,,,,,,,
1619,,,,1,,,,1,,,,,
1620,,1,,,,,1,,1,,,,
1621,,,,,,,,,,,,,
1627,,,,1,,,,,,,,,
1628,,,,,1,,1,,1,,,,
1631,,,,,,,,,,,,,
1632,,,,,,,,,,,,,
1633,,,,,1,,,,,1,,,1
1635,,,,,,,,,,,,,
1636,,,,,,,,,,,,,
1637,,,,1,,,,,,1,,,
1638,,,,,,,,,,1,,,
1639,,,,,,,,,,,,,
1640,,1,,1,,,,,1,,,,1
1641,,,,,,,1,,,,,,
1642,,,,,,,,,1,,,,
1643,,,,,1,,,,,,,,
1644,,,,,,,,,,,,,
1645,,,,1,,,1,,1,,,,
1646,,,,,,1,1,,1,,,,
1648,,,,,,,,,,,,,
1649,,,,,,,,,,,,,
1650,,,,,,,,,,,,,
1652,,,,,,,,,,,,,
1653,,,1,,,,,,,,,,
1654,,,,,,,,,,,,,
1655,,,,,,,1,,1,,,,
1660,,,,,,,,,,,,,
1663,,,,,,,1,,,,,,
1664,,,1,,,,1,,1,,,,
1665,,,,,,,,,1,,,,
1666,,,,,,,1,,1,,,,
1667,,,,,,,,,,,,,
1668,,,1,,,,,,,,,,
1671,,,,,,,,,,,,,
1672,,,1,,,,1,,1,,,,
1673,,,,,,,,,,,,,
1674,,,,,,,,,,,,,
1676,,,,,,,,,,,,,
1677,,,,,,,,,,,,,
1680,,,,1,,,,,,,,1,
1681,,1,,,,,,,1,,,,
1682,,,,,,,,1,,1,,,1
1684,,,,1,,,,,,1,,,
1685,,,,,,,,,,,,,
1686,,,,,,,,,,,,,
1687,,,,,,,1,,1,,,,
1688,,,,,,,,,,,,,
1689,,,,,,,,,,,,,
1692,,,,,,,,,,,,,
1693,,,,,,,,,,,,,
1694,,,1,,,,,,,,,,
1695,,,,,,,,,,,,,
1696,,,1,,,,1,,1,,,,
1697,,,,,,,,,,,,,
1699,,,,,,,,,,,,,
1701,,,,,,,,,,,,,
1702,,,,,,,,,1,,,,
1703,,,,,,,,,,,,,
1704,,,,,,,,,,,,,
1705,,,,,,,,,,,,,
1706,,1,,1,,,,1,1,,,,
1707,,,,1,,,,,,,,,
1710,,1,,,1,,,,1,,,,
1711,,,,,,,,,,,,,
1712,,,,,,,,,,,,,
1713,,,,,,,,,,,,,
1714,,,,1,,,,,,,,,
1715,,,,,,,,,,,,,
1716,,1,1,,,,1,,1,,,,
1717,,,,,,,,,,,,,
1719,,,,,,,,,,,,,
1720,,,,,,,1,,1,,,,
1722,,,,,,,1,,1,,,,
1724,,,,1,,,,,,,,,
1726,,1,1,,,,1,,,,,,
1728,,1,,,,,,,1,,,,
1729,,,,,,,,,,,,,
1730,,,,,,,,,,,,,
1733,,,,1,,,1,1,1,,,1,1
1735,,,,1,,,,,,,,,
1736,,,,1,,,,,,,,,
1737,,1,,,,,,,1,,,,
1738,,,,1,,,,,,,,1,
1740,,,,,,,,,,,,,
1741,,,,,,,,,,,,,
1742,,,,,,,,,,,,,
1743,,,,,,,,,,,,,
1744,,,,,1,,,,,,,,
1745,,,,,,,,,,,,,
1746,,,,,,,,,,,,,
1747,,,,1,,,1,,1,,,,
1748,,,,,,,,,,,,,
1749,,,1,,,,,,,,,,
1750,,1,,,1,,1,,1,1,,,
1751,,,1,,,,,,,,,,
1752,,,1,,,,,,,,,,
1753,,,,,,,,,,,,,
1755,,,,,,,,,,,,,
1756,,,,,,,,,,,,,
1757,,,,1,,,,,,,,,
1758,,,1,,,,1,,1,,,,
1759,,,1,,,,,,,,,,
1764,,,,,,,,,,,,,
1765,,,1,,,,,,,,,,
1766,,,,,,,,,,,,,
1767,,,,,,,,,,1,1,,
1768,,,,,,,,,1,,,,
1770,,1,,,,,,,1,,,,
1771,,,,1,,,,,,,,,
1773,,,,,,,,,,,,,
1774,,,1,,1,,,,,,,,
1777,,1,,,,,,,,,,,
1778,,,1,,,,,,,,,,
1779,,,,,,,1,,,,,,
1780,,,,,,,,,,,,,
1781,,,,,,,1,,1,,,,
1782,,,,,,,,,1,,,,
1783,,,,1,,1,1,,1,,,,
1784,,,,,,,,,,,,,
1786,,,,,,,,,,,,,
1788,,,1,,,,1,,1,,,,
1789,,,,,,,,,,,,,
1790,,,,,,,,,1,,,,
1791,,,,,,,,,,,,,
1795,,,,,,,1,,,,,,
1796,,,,,,,,,,,,,
1797,,,,,,,,,,,,,
1800,,,,,,,,,,,,,
1801,,,,,,,,,,,,,
1802,,,,1,,,,,,1,,,
1803,,,,,,,,,,,,,
1804,,,,,,,,,,,,,
1805,,,,,,,,,,,,,
1806,,,,,,,,,,,,,
1807,,,1,,,,,,,,,,
1808,,,,,,,1,,,,,,
1811,,,,1,,,,,,,,,
1812,,,,,,,,,,,,,
1813,,1,,,,,1,,,,,,
1814,,,,,,,,,,,,,
1816,,,,1,1,,1,,,,,,
1819,,,,1,,,,,,,,,
1821,,,,,1,,,,,,,,
1823,,,,,,,,,1,,,,
1825,,,,,,,1,,1,,,,
1826,,1,,,,,1,,1,,,,
1827,,,,,,,,,,,,,
1828,,1,,,,,,,,,,,
1831,,,1,,,,1,,,,,,
1833,,1,,,,,,,1,,,,
1834,,,1,,,1,,,1,,,,
1835,,1,,1,,,1,,,,,,
1836,,,,,,,,1,,,,,1
1837,,,,1,1,,,,,,,,
1838,,,,,,,,,,,,,
1839,,,1,,,,,,1,,,,
1842,,,,,1,,,,,,,,
1843,,,1,,,,1,,,,,,
1844,,,,,,,,,,1,,,
1845,,,,,,,,,,,,,
1846,,,1,1,,,,1,,,,,1
1848,,,,,,,,,,,,,
1849,,,1,,,,,,,,,,
1852,,,,,,,,,,,,,
1853,,,,,1,,,,,,,,
1854,,,,,,,,,,,,,
1855,,,,,,,,,,,,,
1856,,,,1,,1,1,,1,,,,
1857,,,,,,,1,,,,,,
1858,,1,1,,,,1,,,,,,
1861,,,,,,,,,,,,,
1862,,,,1,,,,,,,,,
1863,,,1,,,,,,,,,,
1864,,,,,,,,,,,,,
1865,,,,,,,,,,,,,
1866,,,,,,,,,,,,,
1867,,1,,1,,,,,1,,,,
1868,,,,,,,,,,,,,
1869,,,,,,,,,,,,,
1870,,,,1,,,,,,,,1,
1871,,,,,,,,,,,,,
1872,,,,,,,,,1,,,,
1873,,,,,,,,,,,,,
1874,,,,,,,,,,,,,
1876,,,,,,,,,,,,,
1878,,,,,,,,,,,,,
1880,,,,,,,,,,,,,
1882,,,,,1,,,,1,,,,
1884,,,,,,,,,,,,,
1885,,,,,,,,,,,,,
1886,,,,1,,,,,,,,,
1887,,,,,,,,,,,,,
1888,,,,,,,,,,,,,
1889,,,,,,,,,,,,,
1890,,,,,,,,,,,,,
1893,,,,1,,1,,,1,,,,
1895,,,,,,,,,,,,,
1896,,,,,,,,,,,,,
1898,,1,,,,,1,,1,,,,
1899,,,,,,,,,,,,,
1900,,,,,,,1,,,,,,
1901,,,,,,,,,,,,,
1902,,,1,,,,,,1,,,,
1903,,,1,,,,,,,,,,
1904,,,,,,,,,,,,,
1905,,,1,,,,,,,,,,
1906,,,,,,,,,1,,,,
1907,,,,,,,,,1,,,,
1908,,,,,,,,,,,,,
1909,,,,,,,,,,,,,
1910,,,,,,,,,1,,,,1
1911,,,1,,,,,,,,,,
1912,,,,,,,,,,,,,
1913,,,,,,,,,,,,,
1915,,,,,,,1,,,,,,
1916,,,,,,,,,,,,,
1917,,,,,,,,,,,,,
1918,,1,,,,,,,1,,,,
1919,,,1,,,,1,,,,,,
1920,,,,,,,,,,,,,
1921,,,1,,,,,,,,,,
1924,,,,1,,,1,,1,,,,
1926,,,,,,,,,,,,,
1928,,,,,,,,,,,,,
1929,,,,1,,,,1,,,,1,
1930,,1,,,,,,,,,,,
1931,,,,,,,,,,,,,
1932,,,,,,,,,1,,,,
1933,,,,,,,,,,,,,
1936,,1,,,,,,,1,,,,
1937,,,,,,,,,,,,,
1938,,,,1,,,,,,,,,
1939,,,,,,,,,,,,,
1940,,,,1,,,1,,,,,,
1941,,,,,,,,,,1,,,
1942,,,,,,,,,,,,1,
1943,,,1,,,,1,,,,,,
1945,,,,,,,,,,,,,
1947,,1,,,,,1,,1,,,,
1948,,,,,,,,,,,,,
1950,,,,,,,,,,,,,
1951,,,,1,,,,,,,,,
1955,,1,,,,,,,1,,,,
1956,,,,,,,1,,1,,,,
1957,,,,,,,,,,,,,
1960,,,,1,,,1,,,,,,
1962,,1,,,,,,,,,,,
1963,,1,,,,,1,,1,,,,
1965,,1,,,,,,,1,,,,
1966,,,,,,,,,,,,,
1967,,,1,,,,,,1,,,,
1968,,,,,,,,,,,,,
1971,,1,,,,,,,1,,,,
1972,,1,,,,,,,,,,,
1973,,,,,,,1,,1,,,,
1974,,,,1,,,,,,,,,
1975,,,,1,,,,,,,,,
1978,,1,,,,,1,,1,,,,1
1979,,1,,,,,1,,1,,,,1
1981,,,,1,,1,1,,1,,,1,
1982,,,,,,,,,,,,,
1987,,,,,,,1,,,,,,
1988,,,,,,,1,,,,,,
1989,,,,,,,,,,,,,
1991,,,,,,,1,,1,,,,
1992,,,1,,,,1,,1,,,,
1995,,,,,,,,,1,,,,
1997,,,,,,,,,,,,,
1998,,,,1,,,,,,,,,
2000,,,,,,,,,,,,,
2002,,,,,,,,,,,,,
2003,,,,,,,1,,,,,,
2004,,,,,,,,,,,,1,
2005,,,,,,,,,,,,,
2006,,,,,,,,,,,,,
2007,,,,1,1,,,,1,,,,
2008,,,,,,,,,,,,,
2009,,,,,,,,,,,,,
2010,,,,,1,,,,,,,,
2012,,,,,,,,,,,,,
2013,,,,1,,,,,1,,,,
2014,,,,,,,,,,,,,
2016,,1,,,,,,,1,,,,
2017,,,,,,,,,,,,,
2018,,,1,,,,1,1,,,,,
2020,,,,,,,,,,,,,
2021,,,,1,,,,,,,,,
2023,,,,,,,,,,,,,
2024,,,,,,,1,,1,,,,
2025,,,,,,,,,,,,,
2027,,,,,,,,,,,,,
2028,,,,,,,,,,,,,
2029,,,,,,,,,,,,,
2031,,1,,,,,1,,1,,,,
2033,,,1,,,,,,1,,,,
2035,,,,,,,,,,,,,
2036,,,1,,,,1,,,,,,
2037,,1,,1,,,1,,,,,,
2040,,1,,,,,,,,,,,
2041,,1,,,,,1,,1,,,,
2042,,,,1,,,1,,,,,,
2043,,,,,,,,,,,,,
2044,,,,,,,,,,,,,
2045,,1,,,,,,,1,,,,
2046,,1,,,,,1,,1,,,,
2047,,,,1,,,,,1,,,,
2048,,,,,,,,,,,,,
2049,,,,,,,1,,1,,,,
2051,,,,,,,,1,,,,,
2052,,,,1,,,1,,,,,,
2053,,,1,,,,,,,,,,
2055,,,1,,,,,,1,,,,
2056,,,,,,,,,1,,,1,
2058,,1,,,,,1,,1,,,1,
2059,,,,,1,,1,,,,,,
2060,,1,,,,,,,,,,,
2061,,,,,,,,,,,,,
2062,,,,1,,,,,,,,,
2064,,,,1,,,1,,1,,,,
2065,,,,,,,,,,,,,
2066,,,,,,,,,,,,,
2067,,,,,,,1,,,,,,
2068,,,,,,,1,1,,,,,
2069,,,,,,,,1,1,1,1,,
2071,,,,,,,,,1,,,,
2072,,,,,,,,,1,,,,
2073,,,,,1,1,1,,,1,,,
2074,,,,,,,,,1,,,,
2076,,1,,,,,,,1,,,,
2078,,,,,,,,,,,,,
2079,,,,,1,,,,,,,,
2080,,,,,,,,,,,,,
2081,,,,,,,1,,,,,,
2083,,1,,,,,,,,,,,
2085,,,,,,,,,,1,,,
2087,,,,,,,,,,,,,
2088,,,1,,,,,,,,,,
2089,,1,,,,,,,,,,,
2090,,1,,,,,,,,,,,
2091,,,,,1,,,,,,,,
2093,,,,,,,,,,,,,
2094,,1,,,,,,,1,,,,
2095,,,,,,,,,,,,,
2096,,,,,,,1,,1,,,,
2097,,,,,,,,,,,,,
2098,,,,,,,1,,,,,,
2099,,,,,,,1,,1,,,,
2100,,,,,,,,,,,,,
2101,,,,,,,,,,,,,
2102,,,1,,,,1,,1,,,,
2103,,,,1,,1,1,,1,,,,
2104,,,,,,,,1,,,,,
2105,,,,,,,,,,,,,
2106,,,,,,,,,,,,,
2108,,,,,,,,,,,,,
2109,,,1,,,,,,,,,,
2111,,1,,,,,,,,,,,
2112,,,,,,,,,,,,,
2113,,1,,,,,,,1,,,,
2114,,,,,,,,,,,,,
2115,,,,,,,,,,,,,
2118,,,,,,,,,,,,,
2119,,1,,,,,,,1,,,,
2120,,1,,1,,,,,1,,,,
2121,,,,,,,,,1,,,1,
2122,,,,1,,,,,,,,,
2123,,1,,,,,,,,,,,
2124,,,,,,,,,,,,,
2125,,1,,,,,,,1,,,,
2126,,,,,,,,,1,,,,
2128,,,,,,,,,,,,,
2129,,,,1,,,,,1,,,,
2131,,,,,,,,,,,,,
2135,,,,,,,,,,,,,
2136,,,,,,,,,1,,,,
2137,,,,,,,,,,,,,
2139,,,,,,,,,,,,,
2140,,,,,,,,,,,,,
2141,,1,,,,,,,,,,,
2142,,,,,,,,,,,,,
2144,,,,,,,,,,,,,
2145,,,,,,,,,,,,,
2146,,1,,1,,,1,,1,,,,
2148,,,,,,,,,,,,,
2149,,,,,,,,,,,,,
2150,,,,,,,,,,,,,
2152,,1,,1,,,1,,1,,,,
2153,,,1,,,,,,,,,1,
2154,,,,,,,,,,,,,
2155,,1,,,,,1,,1,,,,
2159,,,,,,,,,,,,,
2160,,,,,,,,,,,,,
2161,,,1,,,,1,,1,,,,
2162,,,,,1,,1,,1,,,,
2163,,,,,,,,,,,,,
2164,,,,,,,,,,,,,
2165,,1,,,,,1,,1,,,,
2166,,,,1,,,1,,,,,,
2167,,,,,,,,,1,,,,
2169,,1,,,,1,1,,1,,,,
2172,,1,,,,,,,,1,,,
2174,,,,,,,1,,,,,,
2175,,1,,,1,,1,,1,,,,
2177,,,,1,,,,,,,,,
2178,,,,,,1,1,,,,,,
2179,,,,,,,,,,,,,
2180,,,,,,,,,,,,,
2182,,,,,,,,,,,,,
2183,,,,,,,,,,,,,
2185,,,,,,,1,,1,,,,
2186,,,,,,,,,,,,,
2187,,,,1,,,1,,,1,,1,
2188,,,,,,,1,,,,,,
2189,,,,,,,,,,,,,
2190,,,,1,,,,,,,,,
2193,,,1,,,,,,,,,,
2195,,,,,,,,,1,,,,
2196,,,1,,,,1,,1,,,,
2199,,1,,,,,,,,,,,
2202,,,,,,,,,,,,,
2204,,,,,1,1,,,1,,,,1
2206,,1,1,,,,,,,,,,
2207,,,1,,,,1,,1,,,,
2208,,,,,,,,,,,,,
2210,,,,,,,,,,,,,
2213,,,,,,,,,,,,,
2214,,,,,,,,,,,,,1
2216,,,,,,,1,,1,,,,
2217,,1,,,1,,1,1,1,,,,1
2218,,,,,,,,,,,,,
2219,,1,,,,,,,,,,,
2223,,,,,,1,,,1,,,,
2225,,,,,,1,1,,1,1,1,,
2226,,1,,1,,1,1,,1,,,1,
2228,,,,,,,,,,,,,
2229,,,,,,,,,,,,1,
2230,,,,,,,,,,,,,
2233,,,,,,,,,,,,,
2234,,,,,,,,,,,,,
2235,,,,1,1,,,,1,1,,,
2236,,,,,,,1,,,,,,
2237,,,,1,,,,,,,,,
2239,,,,,1,,,,,,,,
2240,,,,1,,,,,1,,,,
2242,,,,1,,,,,,,,,
2243,,,,,,,,,,,,,
2244,,,,,,,,,,,,,
2245,,,,,,,,,,,,,
2247,,,,1,,,1,,,,,,
2248,,,,,,,,,1,,,,
2249,,,,1,,,1,,1,,,,
2251,,,,,,,,,,,,,
2253,,1,,,,,,,1,,,,
2254,,,,,,,,,,,,,1
2255,,1,,,,,1,,1,,,,
2257,,,,1,,,,,,,,1,
2258,,,,,,,,,,,,,
2259,,,,,,,,,,,,,
2260,,,,1,,,1,,,,,,
2261,,,,,,,,,,,,,
2262,,,,,,,,,,,,,
2264,,,,1,,,,,1,,,,
2265,,,1,,,,,,1,,,,
2266,,1,,,,,1,,,,,,
2267,,,,1,,,,,,,,,
2268,,1,1,,,1,1,,1,,,,
2269,,1,,1,,,,,1,,,,
2270,,,,1,,,,,,,,,
2272,,1,,,,,1,,1,,,,
2274,,,,,,,,,,,,,
2276,,,,,,,,,,,,,
2277,,,,,,,,,,,,,
2282,,,,,,,,,,,,,
2283,,,,,,,,,,,,,
2284,,,,,,1,,,1,,,,
2285,,,,,,,,,,,,,
2286,,,,,,,,,,,,,
2288,,,,,,,1,,,,,,
2289,,,,,,,,,,,,,
2290,,,,1,,,1,,1,,,,
2291,,,,,,,,,,,,,
2292,,1,,1,,,1,,,,,,
2297,,,,,,,,,,,,,
2299,,,,,,,,,,,,,
2301,,,,,,,,,,,,,
2302,,,,,,,1,,1,,,,
2303,,,,,,1,1,,1,,,,
2304,,1,,,,,,,,,,,
2305,,,,1,,,1,,1,1,,,
2306,,1,,1,,,1,,1,,,1,
2308,,,,,,,,,,,,,
2309,,,,1,,,1,,,,,,
2310,,,,,,,,,,,,,
2314,,,,,,,,,,,,,
2315,,,,,,,,,,,,,
2320,,,,,,,,,,,,,
2321,,,,,,,,,,,,,
2322,,,,,,,,,,,,,
2323,,,,,,,1,,1,,,,
2325,,,,1,,,1,,,,,,
2328,,1,1,,,,1,,,,,,
2329,,,,1,,,,,,,,,
2330,,,1,,,,,,,,,,
2331,,,,,,,,,,,,,
2333,,,,1,,,1,,,,,,
2334,,,,,1,,,,1,,,,
2335,,,,,,,,,,,,,
2336,,,1,,,,,,,,,,
2337,,,,,,,,,,,,,
2338,,,1,,,,1,,1,,,,
2341,,,,,,,,,,,,,
