Respondent,.net core,angular,cordova,django,hadoop,node.js,react,spark,spring,tensorflow,torch/pytorch,unnamed: 1,xamarin
1072,,,,,,,,,,,,,
1074,,,,,,,,,,,,,
1075,1.0,1.0,,,,1.0,,,,,,,
1076,,,,,,,,,,,,,
1077,,,,,,,,,,1.0,,,
1078,,,,,,,,,,,,,
1079,,,,,,,,,,,,,
1080,,,,,,1.0,1.0,,,,,,
1083,1.0,,,,,1.0,1.0,,,,,,
1084,,,,,,,,,,,,,
1085,,,,,,,,,,,,,
1086,1.0,,,,,,,,,,,,1.0
1089,,1.0,,,,,,,1.0,1.0,,,
1091,,,,,,,,,,,,,
1094,,,,,,1.0,,,,,,,
1095,,,,,,,,,,,,,
1098,,1.0,,,,1.0,,,,,,,
1099,,,,,,,,,,,1.0,,
1100,1.0,,,,,,,,,,,,
1102,,,,1.0,,,1.0,,,,,,
1103,,,,,,,,,,,,,
1105,,1.0,,,,1.0,1.0,,,,,,
1106,,,,,,,,,,,,,
1107,,,,,,1.0,,,1.0,,,,
1108,,,,,,,,,,,,,
1109,,,,,,,,,,,,,
1110,,1.0,,,,1.0,1.0,,,,,,
1111,,1.0,,,,,,,,,,,
1112,,,,,,,,,,,,,
1113,,1.0,,,,1.0,,,,,,,
1117,,,,,,,,,,,,,
1118,,,,,,,,,,,,,
1119,,,,,,,,,,,,,
1121,,,,,,,,,,,,,
1122,,,,,,,,,,,,,
1123,,,,,,,,,1.0,,,,
1124,,,,,,,,,,,,,
1125,,,,,1.0,1.0,1.0,1.0,,,,,
1127,,,,,,,,,,,,,
1128,,,,1.0,,,,,,,,,
1129,,,,,,,,,,1.0,,,
1130,,,,,,,,,,,,,
1131,,,,,,,,,,,,,
1132,,,,,,,,,,,,,
1133,,,,,,,,1.0,,1.0,,,
1135,,1.0,1.0,,,1.0,1.0,,,,,,
1137,,1.0,,1.0,,,,,1.0,,,,
1138,,,,,,,,1.0,,1.0,1.0,,
1139,,,,,,1.0,,,,1.0,,,
1141,1.0,1.0,,,,1.0,,,1.0,,,,
1142,,,,,1.0,1.0,,1.0,1.0,,,,
1143,,,,,,,,,,,,,
1144,,,,,,,,,,,,,
1145,,1.0,,,,1.0,,,,1.0,,,
1146,,1.0,,1.0,,,1.0,,,,,,
1147,,,,,,,,,,,,,
1148,,,,,,,,,,,,,
1149,,,,,,,,,,,,,
1150,,,,,,,,,,,,,
1151,1.0,1.0,,,,1.0,,,,,,,1.0
1152,,,,,,,1.0,,,1.0,,,
1153,,,,,,,,,,,,,
1155,,,,,,,,,,,,,
1156,,1.0,,,,,,,,,,,
1157,,,,1.0,,1.0,,,,,,,
1159,,,,,,,,,,,,,
1160,,,,,,,,,,,,,
1162,,,,,,,,,,,,,
1163,,,,,,,,,,,,,
1164,1.0,,,,,1.0,,,,,,,
1166,,,,,,,,,,,,,
1172,,,,,,,,,,,,,
1174,,,,,,,,,,,,,
1178,,,,,1.0,,1.0,1.0,,,,,
1179,,,,,,,,,1.0,1.0,,,
1180,1.0,,,,,,,,,,,,
1181,,,,,,1.0,,,,,,,
1183,,,,,,,,,,,,,
1185,1.0,,,,1.0,,,1.0,,,,,
1187,,,,,,,,,,,,,
1188,1.0,,,,,,,,,,,,
1189,1.0,1.0,,1.0,,1.0,,,,,,,1.0
1190,,,,,,1.0,1.0,,,,,,
1192,,,,,,,,,,,,,
1194,,,,,,,,,,,,,
1195,1.0,1.0,,,,,,,,,,,
1196,,,,,,,,,,,,,
1197,,,,,,,,,,,,,
1198,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,
1201,,1.0,,,,,,,,,,,
1202,,1.0,1.0,,,1.0,,,,1.0,,,
1205,,1.0,1.0,,,1.0,1.0,,,,,,
1206,1.0,,,,,,,,,1.0,,,
1207,,,,,,,,,,,,,
1208,,,,,,,,,,,,,
1209,1.0,1.0,,,,1.0,,,,,,,
1210,,1.0,1.0,,,1.0,,,,,,,
1211,,1.0,,,,1.0,,,,,,,
1212,1.0,,,,,,,,,,,,
1213,,1.0,,,,,,,1.0,,,,
1215,,1.0,,,,,,,,,,,
1216,,,,,,,,,,,,,
1217,,1.0,1.0,,,,,,,,,,
1219,,1.0,1.0,1.0,,,1.0,,,,,,
1221,,1.0,1.0,,,,,,,,,,
1222,,,,,,1.0,1.0,,,,,,
1223,,,,,,,,,,,,,
1224,,,,,,,,,,,,,
1225,1.0,1.0,,,,,,,,,,,
1227,,,,,,,,,,,,,
1229,,,,,,1.0,,,,,,,
1230,,,,,,,,,,,,,
1231,,,,,,,,,1.0,,,,
1232,,,,,,,1.0,,,,,,
1233,,1.0,,1.0,,1.0,1.0,,,,,,
1236,1.0,1.0,1.0,,,1.0,1.0,,,,,,1.0
1238,,1.0,,,1.0,,,,1.0,,,,
1239,,,,,,,,,,,,,
1240,,,,1.0,,,1.0,,,,,,
1241,1.0,,,,,,,,,,,,
1242,,,,,,1.0,,,,,,,
1243,,,,,,,,,,,,,
1244,,,,,,,,,,,,,
1245,,,,,,,,,,,,,
1246,,,,,,,,,,,,,
1247,,,,1.0,,,,,,1.0,,,
1248,,1.0,,,1.0,,,1.0,,,,,
1249,,,,,,,,,,,,,
1250,,,,,,,,,,,,,
1251,,,,,,,1.0,,,,,,
1253,,,,,,,,,,,,,
1254,,,,,,,,,,,,,
1255,,1.0,,,,,1.0,,,,,,
1256,,,,,,,,,,1.0,,,
1258,,,,,,1.0,1.0,,,,,,
1259,,1.0,,1.0,,,,,,,,,
1260,,,,,,,,,,,,,
1262,,1.0,1.0,,,,,,,,,,
1263,,,,,,,,,,,,,
1264,,,,,,1.0,,,,,,,
1265,,,,,,1.0,1.0,,,,,,
1268,,,,,,,,,,,,,
1269,1.0,,,,,,,,,,,,
1270,,,,,,,,,,,,,
1273,,,,,,,,,,,,,
1274,,1.0,1.0,,,1.0,,,,,,,
1275,1.0,,,,,,,,,,,,
1276,,,,,,,,,,,,,
1278,,,,,,,1.0,,,,,,
1279,1.0,,,,,,,,,,,,
1280,,,,,,,1.0,,,,,,
1282,,1.0,,,,1.0,,,1.0,,,,
1283,,,,,,,,,,,,,
1284,,1.0,1.0,,,1.0,,,,,,,
1285,,,,,,,,,,,,,
1286,,,,1.0,,1.0,1.0,,,,,,
1288,,1.0,,,,,,,,,,,1.0
1289,,,,,,,,,,,,,
1290,1.0,,,1.0,,,,,,,,,
1291,,,,,,,,,,,,,
1292,,,,,,,,,,,,,
1293,,,,,,,,,,,,,
1294,,,,,,1.0,1.0,,1.0,,,,
1295,,,,,,,,,,,,,
1296,,,,,,,,,,,,,
1297,,1.0,,,,1.0,1.0,,,,,,
1298,,,,,,1.0,,,,,,,
1299,,,,,,,,,,,,,
1303,,,,,,,,,,,,,
1306,,,,,,,,,,,,,
1307,1.0,,,,,1.0,1.0,,,,,,
1309,,,,,,,,,,,,,
1310,,,,,,,,,,1.0,,,
1311,,,,1.0,,1.0,,,,,,,
1312,,,,,,,1.0,,,,1.0,,
1313,,,,,,,,,,,,,
1314,,1.0,,,,,,,,,,,
1315,1.0,1.0,1.0,,,1.0,1.0,,,,,,1.0
1316,,,,,,,,,,,,,
1317,1.0,,,,,,,,,,,,
1318,,,,,,1.0,,,,,,,
1319,,1.0,,,,,1.0,,,,,,
1320,1.0,,,1.0,,1.0,1.0,,,1.0,,,1.0
1321,,,,1.0,,,,,,,,,
1322,,,,,,,,,,,,,
1326,,,,1.0,,,1.0,,,,,,
1327,,,,,,,,,,,,,
1328,,,,,,,,,,,,,
1329,,,,,,,,,,,,,
1331,,,,,,,,,,,,,
1333,,,,,,,,,,,,,
1334,,,1.0,,,,,,,,,,1.0
1335,,,,,,,,,,,,,
1336,,,,,,1.0,,,,,,,
1337,,,,,,,,,1.0,,,,
1338,,1.0,,,,,,,,,,,
1339,1.0,1.0,,,,1.0,,,,,,,
1340,,,,,,,,,,,,,
1341,,1.0,,,,1.0,1.0,,1.0,,,,
1342,,,,,,,,,,,,,
1343,,1.0,,,,,,,,,,,
1344,1.0,1.0,,,,1.0,1.0,,,,,,
1345,,,,,,,,,,,,,
1346,,,,,,1.0,,,1.0,,,,
1348,,,,,,,,,,,,,
1350,,,,,,,,,,,,,
1351,,,,,,,,,,1.0,,,
1352,,,,,,,,,,,,,
1354,,1.0,,,,,,1.0,,,,,
1356,,,,,,,,,,,,,
1357,,,,,,1.0,,,1.0,,,,
1360,,,,,,,,,,,,,
1361,,,,,,,,,,1.0,,,
1362,,,,,,,,,,,,,
1365,,,,1.0,,,,,,,,,
1367,,,,,,,,,,,,,
1368,,,,,,,,,,,,,
1370,,,,,,,,,,,,,
1371,,1.0,,,,1.0,,,1.0,,,,
1374,,,,,,,,,,,,,
1376,,,,,,1.0,1.0,,,,,,
1377,,,,,,,,,,,,,
1378,,,,1.0,,,,,,,,,
1380,,,,,,,,,,,,,
1381,1.0,1.0,1.0,,,1.0,,,,,,,
1382,,,,,,,,,,,,,
1383,,,,,,1.0,1.0,,,,,,
1384,,1.0,,,,1.0,,,,,,,
1385,,,,,,,,,,,,,
1386,,,,,,,,,,,,,
1387,,,,,,,,,,,,,
1388,,,,,,1.0,,,,,,,1.0
1389,,,,,,,,,,,,,
1390,,,,,,,,,,,,,
1391,,,,,,,,,,,,,
1393,,1.0,,,,,,,1.0,,,,
1395,,1.0,,,,,,,,,,,
1398,,1.0,,,,1.0,1.0,,,,,,
1400,,,,,,,,,,,,,
1401,,,,,,1.0,,,,1.0,,,
1402,,,,,,,,,,,,,
1405,,,,,,,,,,,,,
1406,,,,,,,,,1.0,,,,
1408,,,,,,,,,,,,,
1409,,,,,,,,,,,,,
1410,1.0,,,,,,,,,,,,
1412,1.0,,,,,,,,,,,,
1413,,1.0,,1.0,,1.0,1.0,,,,,,
1414,,,,,,,,,,,,,
1415,1.0,,,,,1.0,1.0,,,,,,
1419,,,,,,,,,,,,,
1420,,,,,,1.0,,,,,,,
1422,,,,,,,,,,,,,
1423,,,,,,,,,,,,,
1424,1.0,,,,,,,,,,,,
1425,,,,,,,,,1.0,,,,
1426,,,,,,1.0,1.0,,,,,,
1427,,,,1.0,,1.0,1.0,,,,,,
1428,,,,,,,,,,,,,
1430,,,,,,,,,,,,,
1431,,,,,,,,,,,,,
1432,1.0,1.0,1.0,,,1.0,1.0,,,,,,
1433,,1.0,,1.0,,,,,,,,,1.0
1434,,,,,,,,,,,,,
1436,,,,,,,,,,,,,
1437,,,,1.0,,,,,,1.0,1.0,,
1438,,,,,,,,,,,,,
1442,,1.0,,,,1.0,,,,,,,
1443,,1.0,,,,1.0,,,1.0,,,,
1446,,,,1.0,,,,,,,,,
1447,,,,,,,,,,,,,
1448,,,,,,,,,,,,,
1449,,,,,,,,,,,,,
1450,,,,,,,,,,,,,
1451,,,,,,,,,,,,,
1453,,,,,,,,,,,,,
1454,,,,,,1.0,1.0,,,,,,
1455,1.0,,,,,,,,,,,,1.0
1457,1.0,,,,,,,,,,,,
1458,1.0,,,,,1.0,,,,,,,
1459,,,,,,,,,,,,,
1460,,,,,,,,,,,,,
1461,,1.0,,,,1.0,,,,,,,
1462,,,,1.0,,,,,,,,,
1464,,,,,,1.0,1.0,,,,,,
1465,,,,,,,,,,,,,
1466,,,,,,,,,,,,,
1468,,,,,,,,,,,,,
1469,,1.0,,,,1.0,,,,,,,
1470,,,,,,,,,,,,,
1471,,,,,,,,,,,,,
1472,,1.0,,,,1.0,,,,,,,
1473,,,,,,,,,,,,,
1477,,,,,,,,,,,,,
1478,1.0,,,,1.0,,,,,1.0,,,
1479,,,,,,,,,,,,,
1480,,,,,,1.0,1.0,,,,,,
1481,,,,,,,,,,,,,
1482,,,,,,,,,,,,,
1483,1.0,,,,,1.0,1.0,,,,,,
1484,1.0,1.0,1.0,,,1.0,,,,,,,
1486,,,,,,,1.0,,,,,,
1488,,1.0,,,,1.0,,,,,,,
1489,,,,,,,,,,,,,
1490,,,,,,,,,,,,,
1491,1.0,1.0,,,,1.0,,,,,,,
1492,,1.0,,,,,,,,,,,
1493,,,,,,,,,,,,,
1495,,1.0,,,,1.0,1.0,,,,,,
1496,,,,,,,,,,,,,
1497,,,,,,,,,,,,,
1498,1.0,,,,,,,,,,,,1.0
1499,,1.0,,,,,,,,,,,
1500,,,,,,,1.0,,,,,,
1501,,,,,,,,,,,,,
1502,,,,,,,,,,,,,
1503,,1.0,,,,1.0,,,,,,,
1504,1.0,,,,,,,,,,,,
1505,,,,,,,,,,,,,
1506,,,,,,1.0,,,,,,,
1507,,1.0,,,,,,,,,,,
1508,,,,,,,,,,,,,
1509,,,,,,1.0,1.0,,,,,,
1510,,,,,,1.0,1.0,,,,,,
1513,,,,1.0,,,1.0,,,,,,
1516,,,,,,,,,,,,,
1517,,1.0,,1.0,,1.0,,,,,,,
1518,,,,,,,,,,,,,
1519,,,,,,,,,,,,,
1520,,,,,,,,,,,,,
1522,1.0,,,,,,,,,,,,
1523,,,,,,,,,,,,,
1524,,,,1.0,,,,,,1.0,1.0,,
1526,,,,,,,,,,1.0,,,
1527,,,,,,,,,1.0,,,,
1530,,1.0,,,,,,,,,,,
1531,,,,,,,,,,,,,
1532,,1.0,,,,,,,1.0,,,,
1537,,,,,,,,,,,,,
1538,,,,,,,,,,,,,
1540,1.0,,,,,,,,,,,,
1541,1.0,,,,,1.0,,,,,,,
1543,1.0,,,,,,,,,,,,
1544,,,,1.0,,,,,,,,,
1546,,1.0,,1.0,,1.0,,,,,,,
1547,,,,,,,,,,,,,
1549,,,,,,,,,,,1.0,,
1550,1.0,,,,,1.0,,,,,,,
1551,,1.0,,1.0,,1.0,,,1.0,,,,
1552,,,,,,,,,,,,,
1553,,,,,,1.0,1.0,,,,,,
1554,,1.0,,,,,,,,,,,
1555,,,,,,,,,,,,,
1556,,1.0,,,,1.0,1.0,,,,,,
1557,,,,,,,,,,,,,
1560,,,,,,,,,,,,,
1562,1.0,1.0,,,,,,,,,,,
1563,,,,,,1.0,,,,,,,
1565,,,1.0,,,,,,,,,,
1566,,,,,,,,,,,,,
1567,,,,,,,,,,,,,
1568,1.0,,,,,,,,,,,,
1569,,,,,,,,,,,,,
1571,,,,,,,,,,,,,
1573,,,,,,,,,,,,,
1578,,,,,,1.0,,,,,,,
1579,,1.0,,,,1.0,,,,,,,
1581,1.0,,,,,,,,,,,,
1582,,,,,,,,,,,,,
1583,,1.0,,,,,,,,,,,
1585,,,,,,,,,,,,,
1586,,1.0,,,,,,,1.0,,,,
1587,,,,,,,1.0,,,,,,
1588,,,,,,,,,,,,,
1589,,,,,,,,,,,,,
1590,,,,,,,,,1.0,,,,
1592,,,,,,,,,,,,,
1593,1.0,,1.0,,,1.0,1.0,,,,,,1.0
1594,,,,,,1.0,,,,,,,
1595,,,,,,,,,,,,,
1596,,,,,,1.0,,,,,,,
1598,,,,,,,,,,,,,
1601,1.0,,,,,,,,,,,,
1602,,,,,,,,,,,,,
1603,,1.0,,,,1.0,,,,,,,
1604,,,,,,,,,,,,,
1605,1.0,,,,,,,,,,,,
1606,,,,,,,,,,,,,
1607,1.0,1.0,,,,1.0,1.0,,,,,,
1608,,,,,,,,,,,,,
1609,,,,,,,,,,,,,
1611,,1.0,,,,1.0,,,1.0,,,,
1612,,,,,,,,,1.0,,,,
1613,,,,,,,,,,,,,
1616,1.0,1.0,,,,1.0,,,,,,,
1618,,,,,,,,,,,,,
1619,1.0,,,,1.0,,,,,,,,
1620,,1.0,,,,1.0,1.0,,,,,,
1621,,,,,,,,,,,,,
1627,1.0,,,,,,,,,,,,
1628,,1.0,,1.0,,1.0,,,,,,,
1631,,,,,,,,,,,,,
1632,,,,,,,,,,,,,
1633,,,,1.0,,,,1.0,,1.0,,,
1635,,,,,,,,,,,,,
1636,,,,,,,,,,,,,
1637,1.0,,,,,,,,,1.0,,,
1638,,,,,,,,,,1.0,,,
1639,,,,,,,,,,,,,
1640,1.0,,,,,1.0,1.0,1.0,,,,,
1641,,1.0,,,,,,,,,,,
1642,,,,,,1.0,,,,,,,
1643,,,,1.0,,,,,,,,,
1644,,,,,,,,,,,,,
1645,1.0,1.0,,,,1.0,,,,,,,
1646,,1.0,1.0,,,1.0,,,,,,,
1648,,,,,,,,,,,,,
1649,,,,,,,,,,,,,
1650,,,,,,,,,,,,,
1652,,,,,,,,,,,,,
1653,,,,,,,,,1.0,,,,
1654,,,,,,,,,,,,,
1655,,1.0,,,,1.0,,,,,,,
1660,,,,,,,,,,,,,
1663,,1.0,,,,,,,,,,,
1664,,1.0,,,,1.0,,,1.0,,,,
1665,,,,,,1.0,,,,,,,
1666,,1.0,,,,1.0,,,,,,,
1667,,,,,,,,,,,,,
1668,,,,,,,,,1.0,,,,
1671,,,,,,,,,,,,,
1672,,1.0,,,,1.0,,,1.0,,,,
1673,,,,,,,,,,,,,
1674,,,,,,,,,,,,,
1676,,,,,,,,,,,,,
1677,,,,,,,,,,,,,
1680,1.0,,,,,,,,,,,,1.0
1681,,,,,,1.0,1.0,,,,,,
1682,,,,,1.0,,,1.0,,1.0,,,
1684,1.0,,,,,,,,,1.0,,,
1685,,,,,,,,,,,,,
1686,,,,,,,,,,,,,
1687,,1.0,,,,1.0,,,,,,,
1688,,,,,,,,,,,,,
1689,,,,,,,,,,,,,
1692,,,,,,,,,,,,,
1693,,,,,,,,,,,,,
1694,,,,,,,,,1.0,,,,
1695,,,,,,,,,,,,,
1696,,1.0,,,,1.0,,,1.0,,,,
1697,,,,,,,,,,,,,
1699,,,,,,,,,,,,,
1701,,,,,,,,,,,,,
1702,,,,,,1.0,,,,,,,
1703,,,,,,,,,,,,,
1704,,,,,,,,,,,,,
1705,,,,,,,,,,,,,
1706,1.0,,,,1.0,1.0,1.0,,,,,,
1707,1.0,,,,,,,,,,,,
1710,,,,1.0,,1.0,1.0,,,,,,
1711,,,,,,,,,,,,,
1712,,,,,,,,,,,,,
1713,,,,,,,,,,,,,
1714,1.0,,,,,,,,,,,,
1715,,,,,,,,,,,,,
1716,,1.0,,,,1.0,1.0,,1.0,,,,
1717,,,,,,,,,,,,,
1719,,,,,,,,,,,,,
1720,,1.0,,,,1.0,,,,,,,
1722,,1.0,,,,1.0,,,,,,,
1724,1.0,,,,,,,,,,,,
1726,,1.0,,,,,1.0,,1.0,,,,
1728,,,,,,1.0,1.0,,,,,,
1729,,,,,,,,,,,,,
1730,,,,,,,,,,,,,
1733,1.0,1.0,,,1.0,1.0,,1.0,,,,,1.0
1735,1.0,,,,,,,,,,,,
1736,1.0,,,,,,,,,,,,
1737,,,,,,1.0,1.0,,,,,,
1738,1.0,,,,,,,,,,,,1.0
1740,,,,,,,,,,,,,
1741,,,,,,,,,,,,,
1742,,,,,,,,,,,,,
1743,,,,,,,,,,,,,
1744,,,,1.0,,,,,,,,,
1745,,,,,,,,,,,,,
1746,,,,,,,,,,,,,
1747,1.0,1.0,,,,1.0,,,,,,,
1748,,,,,,,,,,,,,
1749,,,,,,,,,1.0,,,,
1750,,1.0,,1.0,,1.0,1.0,,,1.0,,,
1751,,,,,,,,,1.0,,,,
1752,,,,,,,,,1.0,,,,
1753,,,,,,,,,,,,,
1755,,,,,,,,,,,,,
1756,,,,,,,,,,,,,
1757,1.0,,,,,,,,,,,,
1758,,1.0,,,,1.0,,,1.0,,,,
1759,,,,,,,,,1.0,,,,
1764,,,,,,,,,,,,,
1765,,,,,,,,,1.0,,,,
1766,,,,,,,,,,,,,
1767,,,,,,,,,,1.0,1.0,,
1768,,,,,,1.0,,,,,,,
1770,,,,,,1.0,1.0,,,,,,
1771,1.0,,,,,,,,,,,,
1773,,,,,,,,,,,,,
1774,,,,1.0,,,,,1.0,,,,
1777,,,,,,,1.0,,,,,,
1778,,,,,,,,,1.0,,,,
1779,,1.0,,,,,,,,,,,
1780,,,,,,,,,,,,,
1781,,1.0,,,,1.0,,,,,,,
1782,,,,,,1.0,,,,,,,
1783,1.0,1.0,1.0,,,1.0,,,,,,,
1784,,,,,,,,,,,,,
1786,,,,,,,,,,,,,
1788,,1.0,,,,1.0,,,1.0,,,,
1789,,,,,,,,,,,,,
1790,,,,,,1.0,,,,,,,
1791,,,,,,,,,,,,,
1795,,1.0,,,,,,,,,,,
1796,,,,,,,,,,,,,
1797,,,,,,,,,,,,,
1800,,,,,,,,,,,,,
1801,,,,,,,,,,,,,
1802,1.0,,,,,,,,,1.0,,,
1803,,,,,,,,,,,,,
1804,,,,,,,,,,,,,
1805,,,,,,,,,,,,,
1806,,,,,,,,,,,,,
1807,,,,,,,,,1.0,,,,
1808,,1.0,,,,,,,,,,,
1811,1.0,,,,,,,,,,,,
1812,,,,,,,,,,,,,
1813,,1.0,,,,,1.0,,,,,,
1814,,,,,,,,,,,,,
1816,1.0,1.0,,1.0,,,,,,,,,
1819,1.0,,,,,,,,,,,,
1821,,,,1.0,,,,,,,,,
1823,,,,,,1.0,,,,,,,
1825,,1.0,,,,1.0,,,,,,,
1826,,1.0,,,,1.0,1.0,,,,,,
1827,,,,,,,,,,,,,
1828,,,,,,,1.0,,,,,,
1831,,1.0,,,,,,,1.0,,,,
1833,,,,,,1.0,1.0,,,,,,
1834,,,1.0,,,1.0,,,1.0,,,,
1835,1.0,1.0,,,,,1.0,,,,,,
1836,,,,,1.0,,,1.0,,,,,
1837,1.0,,,1.0,,,,,,,,,
1838,,,,,,,,,,,,,
1839,,,,,,1.0,,,1.0,,,,
1842,,,,1.0,,,,,,,,,
1843,,1.0,,,,,,,1.0,,,,
1844,,,,,,,,,,1.0,,,
1845,,,,,,,,,,,,,
1846,1.0,,,,1.0,,,1.0,1.0,,,,
1848,,,,,,,,,,,,,
1849,,,,,,,,,1.0,,,,
1852,,,,,,,,,,,,,
1853,,,,1.0,,,,,,,,,
1854,,,,,,,,,,,,,
1855,,,,,,,,,,,,,
1856,1.0,1.0,1.0,,,1.0,,,,,,,
1857,,1.0,,,,,,,,,,,
1858,,1.0,,,,,1.0,,1.0,,,,
1861,,,,,,,,,,,,,
1862,1.0,,,,,,,,,,,,
1863,,,,,,,,,1.0,,,,
1864,,,,,,,,,,,,,
1865,,,,,,,,,,,,,
1866,,,,,,,,,,,,,
1867,1.0,,,,,1.0,1.0,,,,,,
1868,,,,,,,,,,,,,
1869,,,,,,,,,,,,,
1870,1.0,,,,,,,,,,,,1.0
1871,,,,,,,,,,,,,
1872,,,,,,1.0,,,,,,,
1873,,,,,,,,,,,,,
1874,,,,,,,,,,,,,
1876,,,,,,,,,,,,,
1878,,,,,,,,,,,,,
1880,,,,,,,,,,,,,
1882,,,,1.0,,1.0,,,,,,,
1884,,,,,,,,,,,,,
1885,,,,,,,,,,,,,
1886,1.0,,,,,,,,,,,,
1887,,,,,,,,,,,,,
1888,,,,,,,,,,,,,
1889,,,,,,,,,,,,,
1890,,,,,,,,,,,,,
1893,1.0,,1.0,,,1.0,,,,,,,
1895,,,,,,,,,,,,,
1896,,,,,,,,,,,,,
1898,,1.0,,,,1.0,1.0,,,,,,
1899,,,,,,,,,,,,,
1900,,1.0,,,,,,,,,,,
1901,,,,,,,,,,,,,
1902,,,,,,1.0,,,1.0,,,,
1903,,,,,,,,,1.0,,,,
1904,,,,,,,,,,,,,
1905,,,,,,,,,1.0,,,,
1906,,,,,,1.0,,,,,,,
1907,,,,,,1.0,,,,,,,
1908,,,,,,,,,,,,,
1909,,,,,,,,,,,,,
1910,,,,,,1.0,,1.0,,,,,
1911,,,,,,,,,1.0,,,,
1912,,,,,,,,,,,,,
1913,,,,,,,,,,,,,
1915,,1.0,,,,,,,,,,,
1916,,,,,,,,,,,,,
1917,,,,,,,,,,,,,
1918,,,,,,1.0,1.0,,,,,,
1919,,1.0,,,,,,,1.0,,,,
1920,,,,,,,,,,,,,
1921,,,,,,,,,1.0,,,,
1924,1.0,1.0,,,,1.0,,,,,,,
1926,,,,,,,,,,,,,
1928,,,,,,,,,,,,,
1929,1.0,,,,1.0,,,,,,,,1.0
1930,,,,,,,1.0,,,,,,
1931,,,,,,,,,,,,,
1932,,,,,,1.0,,,,,,,
1933,,,,,,,,,,,,,
1936,,,,,,1.0,1.0,,,,,,
1937,,,,,,,,,,,,,
1938,1.0,,,,,,,,,,,,
1939,,,,,,,,,,,,,
1940,1.0,1.0,,,,,,,,,,,
1941,,,,,,,,,,1.0,,,
1942,,,,,,,,,,,,,1.0
1943,,1.0,,,,,,,1.0,,,,
1945,,,,,,,,,,,,,
1947,,1.0,,,,1.0,1.0,,,,,,
1948,,,,,,,,,,,,,
1950,,,,,,,,,,,,,
1951,1.0,,,,,,,,,,,,
1955,,,,,,1.0,1.0,,,,,,
1956,,1.0,,,,1.0,,,,,,,
1957,,,,,,,,,,,,,
1960,1.0,1.0,,,,,,,,,,,
1962,,,,,,,1.0,,,,,,
1963,,1.0,,,,1.0,1.0,,,,,,
1965,,,,,,1.0,1.0,,,,,,
1966,,,,,,,,,,,,,
1967,,,,,,1.0,,,1.0,,,,
1968,,,,,,,,,,,,,
1971,,,,,,1.0,1.0,,,,,,
1972,,,,,,,1.0,,,,,,
1973,,1.0,,,,1.0,,,,,,,
1974,1.0,,,,,,,,,,,,
1975,1.0,,,,,,,,,,,,
1978,,1.0,,,,1.0,1.0,1.0,,,,,
1979,,1.0,,,,1.0,1.0,1.0,,,,,
1981,1.0,1.0,1.0,,,1.0,,,,,,,1.0
1982,,,,,,,,,,,,,
1987,,1.0,,,,,,,,,,,
1988,,1.0,,,,,,,,,,,
1989,,,,,,,,,,,,,
1991,,1.0,,,,1.0,,,,,,,
1992,,1.0,,,,1.0,,,1.0,,,,
1995,,,,,,1.0,,,,,,,
1997,,,,,,,,,,,,,
1998,1.0,,,,,,,,,,,,
2000,,,,,,,,,,,,,
2002,,,,,,,,,,,,,
2003,,1.0,,,,,,,,,,,
2004,,,,,,,,,,,,,1.0
2005,,,,,,,,,,,,,
2006,,,,,,,,,,,,,
2007,1.0,,,1.0,,1.0,,,,,,,
2008,,,,,,,,,,,,,
2009,,,,,,,,,,,,,
2010,,,,1.0,,,,,,,,,
2012,,,,,,,,,,,,,
2013,1.0,,,,,1.0,,,,,,,
2014,,,,,,,,,,,,,
2016,,,,,,1.0,1.0,,,,,,
2017,,,,,,,,,,,,,
2018,,1.0,,,1.0,,,,1.0,,,,
2020,,,,,,,,,,,,,
2021,1.0,,,,,,,,,,,,
2023,,,,,,,,,,,,,
2024,,1.0,,,,1.0,,,,,,,
2025,,,,,,,,,,,,,
2027,,,,,,,,,,,,,
2028,,,,,,,,,,,,,
2029,,,,,,,,,,,,,
2031,,1.0,,,,1.0,1.0,,,,,,
2033,,,,,,1.0,,,1.0,,,,
2035,,,,,,,,,,,,,
2036,,1.0,,,,,,,1.0,,,,
2037,1.0,1.0,,,,,1.0,,,,,,
2040,,,,,,,1.0,,,,,,
2041,,1.0,,,,1.0,1.0,,,,,,
2042,1.0,1.0,,,,,,,,,,,
2043,,,,,,,,,,,,,
2044,,,,,,,,,,,,,
2045,,,,,,1.0,1.0,,,,,,
2046,,1.0,,,,1.0,1.0,,,,,,
2047,1.0,,,,,1.0,,,,,,,
2048,,,,,,,,,,,,,
2049,,1.0,,,,1.0,,,,,,,
2051,,,,,1.0,,,,,,,,
2052,1.0,1.0,,,,,,,,,,,
2053,,,,,,,,,1.0,,,,
2055,,,,,,1.0,,,1.0,,,,
2056,,,,,,1.0,,,,,,,1.0
2058,,1.0,,,,1.0,1.0,,,,,,1.0
2059,,1.0,,1.0,,,,,,,,,
2060,,,,,,,1.0,,,,,,
2061,,,,,,,,,,,,,
2062,1.0,,,,,,,,,,,,
2064,1.0,1.0,,,,1.0,,,,,,,
2065,,,,,,,,,,,,,
2066,,,,,,,,,,,,,
2067,,1.0,,,,,,,,,,,
2068,,1.0,,,1.0,,,,,,,,
2069,,,,,1.0,1.0,,,,1.0,1.0,,
2071,,,,,,1.0,,,,,,,
